name,address,city,state
Broadview University-Orem,898 N 1200 W,Orem,Utah
Institute of Production and Recording,"300 North 1st Ave, Suite 500",Minneapolis,Minnesota
Virginia College-Greenville,78 Global Dr Ste 200,Greenville,South Carolina
Taft University System,3700 S Susan St Ste 200,Santa Ana,California
Mayfield College,35-325 Date Palm Dr Ste 101,Cathedral City,California
International Professional School of Bodywork,9025 Balboa Ave Ste 130,San Diego,California
Aspen University,720 S Colorado Blvd Ste 1150N,Denver,Colorado
Institute of Taoist Education and Acupuncture,"317 W South Boulder Rd, Suite 5",Louisville,Colorado
National Beauty College,7045 Pecos St. #A,Denver,Colorado
Denver School of Nursing,1401 19th St,Denver,Colorado
Cambridge Institute of Health & Technology,5150 Linton Blvd,Delray Beach,Florida
Allied Health Institute,51 N State Road 7,Plantation,Florida
Evans Hairstyling College-Rexburg,67 Winn Dr,Rexburg,Idaho
Hair Academy Paul Mitchell Partner School,557 Mariah Ave,Rexburg,Idaho
Urshan Graduate School of Theology,704 Howdershell Rd,Florissant,Missouri
College of Western Idaho,5500 East Opportunity Drive,Nampa,Idaho
Charlotte School of Law,"201 South College Street, Suite 400",Charlotte,North Carolina
Daoist Traditions College of Chinese Medical Arts,382 Montford Ave,Asheville,North Carolina
Jersey College,546 U.S. Highway 46,Teterboro,New Jersey
American Institute of Medical Sciences & Education,4500 New Brunswick Ave,Piscataway,New Jersey
Casal Institute of Nevada,4856 S Eastern Ave,Las Vegas,Nevada
Yeshiva of Machzikai Hadas,1321 43rd St,Brooklyn,New York
Global Health College,25 S Quaker La 1st Fl,Alexandria,Virginia
Pacific Northwest University of Health Sciences,200 University Parkway,Yakima,Washington
Visions in Hair Design Institute of Cosmetology,7213 W Burleigh St,Milwaukee,Wisconsin
The Chicago School of Professional Psychology at Irvine,4199 Campus Dr,Irvine,California
Fortis Institute-Pensacola,4081 E Olive Rd Ste B,Pensacola,Florida
Fortis College-Montgomery,3736 Atlanta Hwy,Montgomery,Alabama
Woodland Community College,2300 E Gibson Rd,Woodland,California
Vatterott College-Appling Farms,6991 Appling Farms Parkway,Memphis,Tennessee
Minnesota School of Business-Moorhead,2777 34th Street South,Moorhead,Minnesota
Brown Mackie College-Boise,"9050 W Overland Rd, Ste 101",Boise,Idaho
Brown Mackie College-Tulsa,4608 S Garnett Rd Ste 110,Tulsa,Oklahoma
Fortis Institute-Birmingham,100 London Pkwy Ste 150,Birmingham,Alabama
Daymar College-Scottsville,1138 Old Gallatin Rd,Scottsville,Kentucky
Miller-Motte College-Greenville,1021 WH Smith Blvd Ste 102,Greenville,North Carolina
The Chicago School of Professional Psychology at Los Angeles,617 W 7th St,Los Angeles,California
Metro Business College-Arnold,2132 Tenbrook Rd,Arnold,Missouri
The Chicago School of Professional Psychology at Westwood,1145 Gayley Ave Ste 322,Los Angeles,California
Cardiac and Vascular Institute of Ultrasound,2936 North McVay Drive,Mobile,Alabama
Virginia College-Jacksonville,5940 Beach Boulevard,Jacksonville,Florida
California Nurses Educational Institute,5200 E. Ramon Rd. Suite I-1,Palm Springs,California
Providence Christian College,1539 East Howard Street,Pasadena,California
Summit Salon & Beauty School,110 W Midland Ave,Woodland Park,Colorado
Institute of World Politics,1521 16th St NW,Washington,District of Columbia
Pontifical John Paul II Institute for Studies on Marriage and Family,620 Michigan Ave NE McGivney Hall,Washington,District of Columbia
Oliver Finley Academy of Cosmetology,6843 N Strawberry Glen Rd.,Boise,Idaho
Columbia College,8300 Merrifield Ave 3F,Fairfax,Virginia
Vermont College of Fine Arts,36 College St,Montpelier,Vermont
The Art Institute of Washington-Dulles,"The Corporate Office Park at Dulles Town Center, 21000 Atlantic Blvd Ste 100",Sterling,Virginia
Pima Medical Institute-East Valley,2160 S Power Rd,Mesa,Arizona
Virginia College-Charleston,6185 Rivers Avenue,North Charleston,South Carolina
Fortis College-Phoenix,555 N 18 St Ste 110,Phoenix,Arizona
Miller-Motte College-Raleigh,3901 Capital Blvd Ste 151,Raleigh,North Carolina
Euphoria Institute of Beauty Arts & Sciences-Las Vegas,6578 North Decatur Blvd. #200,Las Vegas,Nevada
Lincoln College of Technology-Toledo,5203 Airport Highway,Toledo,Ohio
College of Hair Design-East Campus,9000 Andermatt Dr,Lincoln,Nebraska
International Academy of Design and Technology-Online,5104 Eisenhower Blvd,Tampa,Florida
Sanford-Brown College-San Antonio,"4511 Horizon Hill Boulevard, Suite 300",San Antonio,Texas
Argosy University-Phoenix Online Division,2233 West Dunlap Avenue,Phoenix,Arizona
MedTech College-Greenwood Campus,1500 American Way,Greenwood,Indiana
MedTech College-Ft Wayne Campus,7230 Engle Rd # 200,Ft. Wayne,Indiana
MedTech College-Lexington Campus,1648 McGrathiana Pkwy #200,Lexington,Kentucky
ITT Technical Institute-Madison,382 Galleria Pkwy Ste 100,Madison,Mississippi
ITT Technical Institute-Springfield,3216 S. National Ave,Springfield,Missouri
ITT Technical Institute-Huntington,5183 US Route 60 Building 1 Ste40,Huntington,West Virginia
ITT Technical Institute-Concord,1140 Galaxy Way Ste 400,Concord,California
ITT Technical Institute-Fort Myers,13500 Powers Court Ste 100,Fort Myers,Florida
ITT Technical Institute-Charlotte North,10926 David Taylor Drive Ste 100,Charlotte,North Carolina
Fortis College-Salt Lake City,3949 S 700 E Ste 150,Salt Lake City,Utah
Polytechnic University of Puerto Rico-Miami,"8180 N.W. 36 St., Suite 401",Miami,Florida
Polytechnic University of Puerto Rico-Orlando,550 N Econlockhatchee Tr,Orlando,Florida
The Commonwealth Medical College,525 Pine St,Scranton,Pennsylvania
Josef's School of Hair Design Inc-Fargo West,4501 15th Avenue SW,Fargo,North Dakota
Brown Mackie College-Phoenix,13430 N Black Canyon Ste. 190,Phoenix,Arizona
Strayer University-West Virginia,100 Corporate Center Dr,Scott Depot,West Virginia
Strayer University-Utah,9815 S Monroe St Ste 200,Sandy,Utah
Strayer University-Ohio,4605 Duke Dr,Mason,Ohio
Minnesota School of Business-Elk River,11500 193rd Ave NW,Elk River,Minnesota
Brown Mackie College-Greenville,"Two Liberty Square, 75 Beattie Place Ste 100",Greenville,South Carolina
Globe University-Sioux Falls,5101 S Broadband Ln,Sioux Falls,South Dakota
Globe University-Eau Claire,4955 Bullis Farm Rd,Eau Claire,Wisconsin
Globe University-Minneapolis,"IDS Center, 80 South 8th Street, Suite 51",Minneapolis,Minnesota
San Joaquin Valley College-Hesperia,9331 Mariposa Rd,Hesperia,California
L'Ecole Culinaire-Memphis,1245 N. Georgetown Parkway,Cordova,Tennessee
University of Minnesota-Rochester,300 University Square  111 South Broadway,Rochester,Minnesota
CBT College-Cutler Bay,19151 South Dixie Hwy # 205,Cutler Bay,Florida
Provo College‰ÛÒAmerican Fork,1262 S 820 E,American Fork,Utah
National College-Columbus,5665 Forest Hills Blvd,Columbus,Ohio
Herzing University-Toledo,5212 Hill Ave,Toledo,Ohio
Carrington College-Las Vegas,"5740 South Eastern Ave., Ste. 140",Las Vegas,Nevada
Carrington College-Reno,5580 Kietzke Ln,Reno,Nevada
Chamberlain College of Nursing-Florida,5200 Belfort Rd,Jacksonville,Florida
Remington College of Nursing Orlando,600 Century Point Ste 1050,Lake Mary,Florida
Horizon University,5331 Mt. Alifan Drive,San Diego,California
Academy for Jewish Religion-California,"3250 Wilshire Boulevard, Suite 550",Los Angeles,California
Angeles College,3440 Wilshire Blvd Ste 310,Los Angeles,California
Florida School of Traditional Midwifery,810 E University Ave,Gainesville,Florida
Walton Career Development Center,761 N 20th St,DeFuniak Springs,Florida
Immokalee Technical Center,508 N 9th St,Immokalee,Florida
University of Fort Lauderdale,4069 NW 16th St,Lauderhill,Florida
Aviation Institute of Maintenance-Orlando,2725 South US Highway 17/92,Casselberry,Florida
New Hope Christian College-Honolulu,290 Sand Island Access Rd,Honolulu,Hawaii
D & L Academy of Hair Design,113 Main Ave E,Twin Falls,Idaho
Master Educators Beauty School,1205 Filer Ave E,Twin Falls,Idaho
Ambria College of Nursing,5210 Trillium Blvd,Hoffman Estates,Illinois
Midwestern Career College,20 North Wacker Drive Ste 3800,Chicago,Illinois
Allure School of Cosmetology,,,
Avalon School of Cosmetology,1428 N McMillan St,Worthington,Minnesota
American Business and Technology University,1018 W St Maartens Dr,St Joseph,Missouri
City Vision College,3101 Troost Ave. Suite 200,Kansas City,Missouri
Bitterroot School of Cosmetology,2079 N First St Ste B,Hamilton,Montana
The Salon Professional Academy-Great Falls,501 2nd St S,Great Falls,Montana
International Academy of Style,2295 Market st,Reno,Nevada
The Salon Professional Academy-Perrysburg,116 W S Boundary St,Perrysburg,Ohio
Portland Actors Conservatory,1436 SW Montgomery St,Portland,Oregon
Somerset County Technology Center,281 Technology Dr,Somerset,Pennsylvania
Renaissance Academie,1460 N. Moonriver Drive,Provo,Utah
Bethel College,1705 Todds Ln,Hampton,Virginia
Northwest School of Wooden Boat Building,42 N Water St,Port Hadlock,Washington
Bainbridge Graduate Institute,220 Second Avenue South Suite 400,Seattle,Washington
The Salon Professional Academy-Onalaska,566 Theater Rd,Onalaska,Wisconsin
Kaplan College-Chula Vista,555 Broadway Suite 144,Chula Vista,California
West Coast University-Orange County,1477 S Manchester Ave,Anaheim,California
West Coast University-Ontario,2855 E. Guasti Rd,Ontario,California
Kaplan College-Pembroke Pines,10131 Pines Blvd,Pembroke Pines,Florida
Dade Medical College-Homestead,381 N Krome Ave,Homestead,Florida
Virginia College-Augusta,2807 Wylds Rd Ste B,Augusta,Georgia
Kaplan College-Indianapolis,4200 S East St Ste 7,Indianapolis,Indiana
Kaplan Career Institute-Dearborn,18440 Ford Rd,Detroit,Michigan
Miller-Motte College-Fayetteville,3725 Ramsey St Ste 103A,Fayetteville,North Carolina
Harrison College-Grove City,3880 Jackpot Rd,Grove City,Ohio
Miller-Motte Technical College-Columbus,1800 Box Rd,Columbus,Georgia
National University College-Ponce,State Road #506 Km. 1.00 Bo Coto Laurel,Ponce,Puerto Rico
Paul Mitchell the School-St George,568 W Telegraph Rd #4,Washington,Utah
The Art Institute of Virginia Beach,"Two Columbus Center, 4500 Main St Ste 100",Virginia Beach,Virginia
Bryant & Stratton College-Bayshore,500 Silverspring Rd Ste K340,Glendale,Wisconsin
Gerstner Sloan-Kettering Graduate School of Biomedical Sciences,"417 E 68th St, Suite 669",New York,New York
Daymar College-Online,3309 Collins Lane,Louisville,Kentucky
Virginia College-Columbia,7201 Two Notch Rd,Columbia,South Carolina
Sanford-Brown College-Dearborn,5900 Mercury Dr,Dearborn,Michigan
Sanford-Brown College-Grand Rapids,4020 Sparks Dr SW,Grand Rapids,Michigan
Sanford-Brown College-Hillside,4600 Roosevelt Rd,Hillside,Illinois
Sanford-Brown College-Tinley Park,8525 West 183rd St,Tinley Park,Illinois
Sanford-Brown College-Phoenix,9630 North 25th Ave,Phoenix,Arizona
Sanford-Brown Institute-Orlando,5959 Lake Ellenor Dr,Orlando,Florida
Fortis College-Indianapolis,9001 N Wesleyan Rd Ste 101,Indianapolis,Indiana
Kaplan College-Arlington,"2241 South Watson Road, Blg 200",Arlington,Texas
Kaplan College-Charlotte,6070 East Independence Blvd,Charlotte,North Carolina
Kaplan College-Jacksonville,7450 Beach Blvd,Jacksonville,Florida
Globe University-Madison East,4901 Eastpark Blvd,Madison,Wisconsin
Minnesota School of Business-Lakeville,17685 Juniper Path,Lakeville,Minnesota
Globe University‰ÛÒGreen Bay,2620 Development Drive,Green Bay,Wisconsin
Globe University‰ÛÒMadison West,1345 Deming Way,Middleton,Wisconsin
Globe University‰ÛÒWausau,1480 Country Road XX,Rothschild,Wisconsin
Dade Medical College-Hollywood,6837 Taft Street,Hollywood,Florida
Strayer University-Arkansas,10825 Financial Centre Pkwy Ste 400,Little Rock,Arkansas
Strayer University-Georgia,"3355 Northeast Expwy, Ste 100",Atlanta,Georgia
Strayer University-Louisiana,"111 Veterans Memorial Blvd, Ste 420",Metairie,Louisiana
Strayer University-Mississippi,460 Briarwood Dr,Jackson,Mississippi
Strayer University-South Carolina,555 N Pleasantburg Dr Ste 300,Greenville,South Carolina
Strayer University-Texas,8501 N. Mopac Expressway,Austin,Texas
The Art Institute of San Antonio,10000 IH-10 W Ste 200,San Antonio,Texas
Globe University-La Crosse,2651 Midwest Dr,Onalaska,Wisconsin
Broadview Entertainment Arts University,240 E Morris Ave,Salt Lake City,Utah
Bryant & Stratton College-Hampton,"4410 East Claiborne Square, Suite 233",Hampton,Virginia
Golden State College of Court Reporting,"7901 Stoneridge Drive, Suite 105",Pleasanton,California
Unitek College,4670 Auto Mall Pkwy,Fremont,California
Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,California
Southern California University SOMA,1541 Wilshire Blvd 3rd Fl,Los Angeles,California
South University‰ÛÒRichmond,2151 Old Brick Rd,Glen Allen,Virginia
South University‰ÛÒVirginia Beach,"301 Bendix Rd, Ste 100",Virginia Beach,Virginia
Aveda Institute-Denver,700 16th Street,Denver,Colorado
Paul Mitchell the School-Colorado Springs,118 West Colorado Avenue,Colorado Springs,Colorado
Marchman Technical Education Center,7825 Campus Dr.,New Port Richey,Florida
SOLEX College,"350 E Dundee Rd., Ste. 200",Wheeling,Illinois
Compass College of Cinematic Arts,41 Sheldon Blvd SE,Grand Rapids,Michigan
Victory Trade School,1715 N Boonville Ave,Springfield,Missouri
The Artisan College of Cosmetology,1645 Tiffin Ave.,Findlay,Ohio
American Beauty Academy,61 S 100 W,Payson,Utah
The Salon Professional Academy-Tacoma,3702 S Fife Street Ste B102,Tacoma,Washington
The Academy Waukesha,2000 Silvernail Rd,Waukesha,Wisconsin
ITT Technical Institute-Merrillville,8488 Georgia St,Merrillville,Indiana
ITT Technical Institute-Tallahassee,2639 N Monroe St Building A Ste 100,Tallahassee,Florida
ITT Technical Institute-Salem,2159 Apperson Dr,Salem,Virginia
ITT Technical Institute-Akron,3428 W Market St,Akron,Ohio
ITT Technical Institute-Cedar Rapids,3735 Queen Ct SW,Cedar Rapids,Iowa
ITT Technical Institute-Corona,4160 Temescal Canyon Rd Ste 100,Corona,California
ITT Technical Institute-Johnson City,4721 Lake Park Dr,Johnson City,Tennessee
ITT Technical Institute-DeSoto,921 W Belt Line Rd Ste 181,DeSoto,Texas
ITT Technical Institute-North Charleston,2431 W Aviation Ave,North Charleston,South Carolina
ITT Technical Institute-Aurora,12500 E Iliff Ave Ste 100,Aurora,Colorado
ITT Technical Institute-West Covina,"650 West Cienega Avenue, Suite 100",San Dimas,California
ITT Technical Institute-Culver City,6101 W Centinela Ave,Culver City,California
ITT Technical Institute-Dearborn,19855 W Outer Dr Ste L10W,Dearborn,Michigan
ITT Technical Institute-Las Vegas,3825 W Cheyenne Ave Ste 600,North Las Vegas,Nevada
Touro University Worldwide,10601 Calle Lee  #179,Los Alamitos,California
Touro University California,1310 Club Drive,Vallejo,California
The Chicago School of Professional Psychology at Washington DC,901 15th St NW,Washington,District of Columbia
Anamarc College-Santa Teresa,2660 Airport Rd Ste 780,Santa Teresa,New Mexico
Touro University Nevada,874 American Pacific Drive,Henderson,Nevada
National College-Willoughby Hills,27557 Chardon Rd,Willoughby Hills,Ohio
Herzing University-Kenosha,4006 Washington Rd,Kenosha,Wisconsin
Herzing University-Brookfield,555 S Executive Dr,Brookfield,Wisconsin
Heald College-Modesto,5260 Pirrone Ct,Salida,California
Fortis Institute-Houston,450 N Sam Houston Pkwy E Ste 200,Houston,Texas
Strayer University-Global Region,1133 15th St NW,Washington,District of Columbia
Fortis College-Columbia,246 Stoneridge Dr Ste 101,Columbia,South Carolina
Brown Mackie College-Albuquerque,10500 Cooper Ave NE,Albuquerque,New Mexico
Brown Mackie College-St Louis,2 Soccer Park Rd,Fenton,Missouri
California University of Management and Sciences,721 N Euclid St,Anaheim,California
Pima Medical Institute-Houston,10201 Katy Freeway,Houston,Texas
Concorde Career Institute-Dallas,12606 Greenville Ave Ste 130,Dallas,Texas
Concorde Career Institute-Orlando,3444 McCrory Place,Orlando,Florida
Concorde Career Institute-San Antonio,4803 NW Loop 410,San Antonio,Texas
Ecotech Institute,1400 South Abilene Street,Aurora,Colorado
Johnson & Wales University-Online,8 Abbott Park Pl,Providence,Rhode Island
Everest College-Fort Worth South,La Gran Plaza 4200 S FWYSte 4200,Ft Worth,Texas
Geisinger-Lewistown Hospital School of Nursing,400 Highland Avenue,Lewistown,Pennsylvania
Moreno Valley College,16130 Lasselle St,Moreno Valley,California
Norco College,2001 Third St,Norco,California
Daymar College-Louisville,3309 Collins Lane,Louisville,Kentucky
Milan Institute-Nampa,1021 W. Hemingway,Nampa,Idaho
Universal Technical Institute - Dallas Fort Worth,5151 Regent Blvd.,Irving,Texas
Stratford School of Aviation Maintenance Technicians,200 Great Meadows Rd,Stratford,Connecticut
Brown Mackie College-San Antonio,4715 Fredericksburg Rd Ste 520,San Antonio,Texas
